user_category,content
前触摸屏类,耗电快 充电打电话均会发热 触屏不灵
发热类,耗电快 充电打电话均会发热 触屏不灵
前触摸屏类,屏有时不灵
重度社交应用类,发微信语音无声音
网络信号类,信号不稳定
死机类,死机 充电发烫
发热类,耗电快，发热
音频类,插入耳机外放
第三方程序异常类,软件闪退，正玩屏幕会自动变暗
重度社交应用类,其他微信锁不好用，快递短信收不到，同时送修俩台，见单号MWM27A000221908180020
使用时间类,手机待机短 晚上20%的电量超级省电自动关机没电了（保存照片 电话 保存过程中有遗漏）
开关机类,开机
使用时间类,待机时间短
网络信号类,用户描述打电话断线 30天换新
用户描述无故障（纯服务类）,贴膜
前屏裂类,故城服务站 用户表示机器屏裂 
前屏裂类,枣强信誉体验 用户表示机器摔了一下 黑屏 
前屏裂类,屏碎
用户描述无故障（纯服务类）,领手机套
后置拍照类,像素和音质不好 想换机
重度社交应用类,手机发信息慢
使用时间类,电不耐用
指纹识别类,用户表示手机指纹解锁挡着屏幕不能解锁，用另一个手指头解锁必须要亮屏才可以保卡显示购机日期2019-08-05有盖章
使用时间类,待机时间短
死机类,经常死机
反应慢/不流畅类,手机卡顿
发热类,发热
网络信号类,用户描述手机通话时经常出现中断
前触摸屏类,触摸不灵敏
前屏裂类,屏碎  
用户描述无故障（纯服务类）,DB 用户反映用拼多多无法购买东西 显示无网络  扫码赚钱无法赚钱 别人可以定位手机
用户描述无故障（纯服务类）,用户表示要求贴膜  
前屏裂类,屏裂 换屏
前显示屏类,用户反应机器使用过程中突然黑屏不显示
外观结构类,电池盖异响
按键类,用户反应机器压力按键不好用
前屏裂类,屏裂
电池盖裂类,电池盖裂
电池盖裂类,屏裂 机身变形 电池盖开裂
按键类,侧键失灵
用户描述无故障（纯服务类）,忘记密码
前屏裂类,外屏裂 有碎屏险
前屏裂类,DC 屏碎 整机变形
用户描述无故障（纯服务类）,贴膜 手机壳
用户描述无故障（纯服务类）,DB 用户反映用拼多多无法购买东西 显示无网络  扫码赚钱无法赚钱 别人可以定位手机
重度社交应用类,视频不送话
前屏裂类,屏幕破裂 
死机类,玩游戏死机
前屏裂类,武邑服务站 用户表示机器屏碎  
前屏裂类,屏裂  换屏
用户描述无故障（纯服务类）,贴膜  刷机
用户描述无故障（纯服务类）,DD 贴膜 手机壳
前显示屏类,换屏
发热类,待机时间短，有时手机发热
反应慢/不流畅类,卡
网络信号类,数据网络有时连不上
发热类,返  乡镇  发热
使用时间类,电池有问题 抖音不到 3小时就关机
前置伸缩类,用户反映手机前置摄像头无法伸出
前显示屏类,用户反应主机有时白屏
反应慢/不流畅类,用户反映使用快手等软件时反应慢，卡屏
使用时间类,15:04接机 耗电快 【本人】
Wi-Fi类,接机时间16:42   WiFi不能连接。酷狗听歌声音时大时小
前显示屏类,显示花屏、屏闪
开关机类,用户描述机器有时停留VIVO界面
开关机类,耗电快用不了一天，机器卡顿信号不强，有一次自动关机
开关机类,手机不开机
前触摸屏类,触屏不灵敏
充电类,懽敢时间10:57，充电慢
使用时间类,耗电大
使用时间类,用户描述手机耗电，经检测故障不重现，用户要求更换新机。
前显示屏类,用户描述手机有竖线，经检测故障重现，用户要求更换新机。
用户描述无故障（纯服务类）,忘记VIVO账号密码
前显示屏类,偶尔黑屏
通话类,用户反映机器通话无声
充电类,处于系统修复模式
Wi-Fi类,无线网网速慢
网络信号类,反馈手机使用 信号不稳定，微信视屏无声音时有时无， 不存电，看视屏快进无声音卡顿 要求检测
发热类,用户反馈发热
其他类,用耳机自动放歌，自动调声音，自动屏
外观结构类,电池盖划痕，未销售机器
前显示屏类,屏幕有条纹
使用时间类,电池不耐用  只能用两三个小时
重度社交应用类,手机偶尔显示黑屏
其他类,接庄宗盛
第三方程序异常类,5快手打开图片不清晰
外观结构类,手机表示右上角黑边磨损，已换新机，补换机单
重启类,自动重启
充电类,不能充电
用户描述无故障（纯服务类）,用户表示要求免费领手机套，清洗喇叭和充电口
用户描述无故障（纯服务类）,DB用户表示机器要贴膜，领手机套
用户描述无故障（纯服务类）,DCHD 用户表示机器要贴膜，领手机套，进液
电池盖裂类,HB 用户表示机器屏裂，电池盖裂
前屏裂类,屏裂 换屏
反应慢/不流畅类,反应慢，卡顿，尤其是火山小视频
重启类,死机 闪退 重启
网络信号类,信号差
外观结构类,前置摄像头边缘有印记
网络信号类,信号差
死机类,网速慢，卡顿，用语音打电话有时听不见
其他类,上网慢，微信不能登
使用时间类,耗电快
SIM卡类,顾客反映打电话打不进，换多张卡试，识卡慢，信号几分钟识不出来
发热类,其他 
重度社交应用类,微信白屏 微信卸载在安装也试过了
发热类,手机发热  信号不好
其他类,有时死机，有时接不住电话，换新
前显示屏类,花屏
通话类,通话断续  偶尔有杂音
GPS类,导航信号弱
指纹识别类,提示指纹不能识别，手机购买在一个月内
开关机类,自动光机
用户描述无故障（纯服务类）,赠送手机壳
前屏裂类,屏裂 电池盖裂
通话类,听筒音小 预订
反应慢/不流畅类,卡顿  反应慢
用户描述无故障（纯服务类）,贴膜
充电类,不充电
前屏裂类,花屏
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜 赠送手机壳
开关机类,不开机
音频类,来电无声音
前屏裂类,手机屏裂电池盖裂
充电类,充电接触不好
用户描述无故障（纯服务类）,贴膜送壳
反应慢/不流畅类,卡顿
前屏裂类,换屏
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
网络信号类,有时打不出去电话
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,无屏
开关机类,不开机
电池盖裂类,电池盖碎裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,换屏
前屏裂类,屏碎
使用时间类,乡镇  耗电快
前显示屏类,用户反应手机经常死机 经常无法上网wifi和4G网络都不能用
反应慢/不流畅类,不充电 充电停留在百分之17  充电发热   反应慢 卡顿
用户描述无故障（纯服务类）,机身发烫
网络信号类,信号弱
通话类,手机接听电话断续
发热类,用户表示发热
反应慢/不流畅类,08 卡顿
死机类,接机时间1.36，不显示，本人
前屏裂类,手机屏裂黑屏  （用户要求只更换手机屏幕，不方便提供密码）
前屏裂类,屏碎  查保险
使用时间类,待机短
通话类,通话有杂音
前触摸屏类,屏幕不灵敏 跳屏
通话类,用户反映手机通话送话声音小有杂音
其他类,17:15接机 发微信有时候没有声音 【本人】
死机类,不开机
发热类,手机发热
充电类,充电慢
用户描述无故障（纯服务类）,所需资料用户已保存 使用着手电筒就不开机了，工作人员充电后开机，要求检测机器
重度社交应用类,用户反馈手机发微信有时无声
通话类,听筒杂音
前显示屏类,手机花屏
前显示屏类,显示屏有竖线
网络信号类,信号不好，打电话打不通
网络信号类,信号不好
前显示屏类,有时跳屏死机
反应慢/不流畅类,使用应用卡屏。定屏 七天退
重度社交应用类,微信视屏对方看不到
后置拍照类,后置摄像头损坏，无法打开
前屏裂类,屏裂
前屏裂类,屏碎
前屏裂类,屏碎机身弯曲
Wi-Fi类,DBHC  用户表示机器无线掉线
死机类,DB HD 用户表示机器死机，要求刷机    
前显示屏类,闪屏 
开关机类,不开机
前屏裂类,屏裂 
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜 赠送手机壳
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,忘记密码  刷机
反应慢/不流畅类,手机剩余电少的时候卡  自动关机 需要充电才可以重启
电池盖裂类,换电池盖
充电类,不能快充
前屏裂类,屏幕破裂
前屏裂类,前后屏裂
用户描述无故障（纯服务类）,贴膜
前触摸屏类,触屏有时不灵
用户描述无故障（纯服务类）,手机壳皮损 换手机壳
前屏裂类,屏碎
用户描述无故障（纯服务类）,贴膜 更换手机套
使用时间类,待机短 照相自动关机
用户描述无故障（纯服务类）,贴膜 会员号 15373466955
充电类,手机充电接口接触不良
充电类,手机贴膜   充电接口接触不良
按键类,手机音量上键下陷
前屏裂类,内屏裂
前屏裂类,屏碎
充电类,屏碎  无法充电
前屏裂类,破裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,换前屏
用户描述无故障（纯服务类）,贴膜
通话类,听筒无声
前屏裂类,屏裂
前屏裂类,屏碎 无卡托底部螺丝
通话类,接听电话时有杂音
用户描述无故障（纯服务类）,贴膜，更换手机壳，清理
使用时间类,充电慢 耗电快 手机发热
用户描述无故障（纯服务类）,贴膜
前屏裂类,前后屏裂
前屏裂类,换屏
SIM卡类,有时不识卡
用户描述无故障（纯服务类）,贴膜  手机壳
反应慢/不流畅类,使用快手手机卡顿
用户描述无故障（纯服务类）,屏碎 清洗
使用时间类,DC 待机短
使用时间类,耗电快
通话类,听筒声音小
用户描述无故障（纯服务类）,DB 贴膜 
前触摸屏类,返回键不灵敏 玩游戏有杂音
前屏裂类,黑屏
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,手机贴膜
传感器类,手机来电不亮屏   充电接口接触不良
用户描述无故障（纯服务类）,手机出现不明短信
开关机类,无法开机
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂  HD
通话类,听筒声音小  DB
用户描述无故障（纯服务类）,刷机
前触摸屏类,定板
前触摸屏类,返回键不好用 
充电类,DB 提示无法充电 请咨询售后
充电类,不充电
用户描述无故障（纯服务类）,贴膜
通话类,听筒接收声音小
用户描述无故障（纯服务类）,耗电快
第三方程序异常类,抖音花屏，看视频时快进后会回到开始开始
反应慢/不流畅类,手机卡顿 闪退
第三方程序异常类,播放快手上部分有斜纹 斜线
使用时间类,电池耗电快
重度社交应用类,用户手机故障是微信语音杂音
网络信号类,信号是有时无不读卡
重度社交应用类,8微信自动退出，微信白屏，开机键不好用，电话打不出去
前置拍照类,前后拍照有白雪花点
用户描述无故障（纯服务类）,贴膜 赠手机套
用户描述无故障（纯服务类）,贴膜
